priority,theme,score,file_name,extension,size_bytes,modified_at,sha256,source_path,identity_terms,research_terms,claim_control
P0,gary_profile_and_public_metadata,101,FORMAL_ATTACHMENT_INDEX_20260709.md,.md,2330,2026-07-09T07:42:46.237036+01:00,ba8c27a28c36e6814355b316c74db691c7ac1f2a020ec4119807a378e0cf3459,C:\Users\user\aureon-trading\data\research\grants\applications\funder_ready\FORMAL_ATTACHMENT_INDEX_20260709.md,aureon;aureon institute;gary;gary anthony leckey;gaxlec;leckey;r&a consulting,profile;research;validation,"Use as Gary/Aureon local metadata or research-output evidence only; do not present as independent validation, finance, legal, credential, partner, or award evidence without separate source checks."
P0,gary_profile_and_public_metadata,101,GRANT_ACCOUNT_CREATION_STATUS_20260705.md,.md,4616,2026-07-05T16:42:24.078528+01:00,b5c7507ea405d43de90dc7e3070422e21d18398b1b284e2abb39cd9fc6e259fd,C:\Users\user\Aureon_Work_Hub_20260705\04_GRANT_WORKING_PACKS\GRANT_ACCOUNT_CREATION_STATUS_20260705.md,aureon;aureon institute;gary;gary anthony leckey;gaxlec;leckey;r&a consulting,metadata;verification,"Use as Gary/Aureon local metadata or research-output evidence only; do not present as independent validation, finance, legal, credential, partner, or award evidence without separate source checks."
P0,gary_profile_and_public_metadata,101,QGITA_INTEGRATION_SUMMARY.md,.md,13167,2026-07-03T20:51:10.059838+01:00,14351c1c60818d90a2c2b34db0bce37ff227f10c2c9ac6438a5f2c6362ed9c4f,C:\Users\user\Aureon_Work_Hub_20260705\06_LOCAL_DELTA_IMPORTS_20260705\.kimi_openclaw\workspace\aureon-trading\docs\QGITA_INTEGRATION_SUMMARY.md,aureon;aureon institute;gary;gary leckey;leckey,architecture;coherence;framework;paper;validation;whitepaper,"Use as Gary/Aureon local metadata or research-output evidence only; do not present as independent validation, finance, legal, credential, partner, or award evidence without separate source checks."
P0,gary_profile_and_public_metadata,100,MULTIVERSAL_EXTENSION_SUMMARY.md,.md,23892,2026-04-08T20:42:30.833336+01:00,79bb9fbdbd5ba60cd6e725c3623aa9ba031e8c5e3357983307212e0980dbdb67,C:\Users\user\Aureon_Work_Hub_20260705\01_LOCAL_RESEARCH_CORPUS\misc_research\AureonResearch\01_Theory\MULTIVERSAL_EXTENSION_SUMMARY.md,aureon;gary;gary leckey;leckey,framework;harmonic;hnc;paper;research;verification;whitepaper,"Use as Gary/Aureon local metadata or research-output evidence only; do not present as independent validation, finance, legal, credential, partner, or award evidence without separate source checks."
P0,validation_and_verification,100,luminacell_v2.md,.md,40909,2026-07-04T23:15:04.954318+01:00,33cb3dd326ac242d8a8ea0f7addcd72e3a734844ccfa665ab88b62e4795991bf,C:\Users\user\Aureon_Work_Hub_20260705\01_LOCAL_RESEARCH_CORPUS\epas_druid_lidar_space\Downloads\extracted\luminacell_v2.md,aureon;r&a consulting,architecture;coherence;druid;empirical;epas;lidar;lumina;paper;research;white paper,"Use as Gary/Aureon local metadata or research-output evidence only; do not present as independent validation, finance, legal, credential, partner, or award evidence without separate source checks."
P0,gary_profile_and_public_metadata,98,19f2edd6-2b62-8503-8000-00009443acb2_HNC_Formalization_Guide_for_Grants.md,.md,14085,2026-07-04T22:48:06.025410+01:00,c32168433585a29e51a84c0f25eb6393f7e64327a4d06b7f2928add385048eb4,C:\Users\user\Aureon_Work_Hub_20260705\06_LOCAL_DELTA_IMPORTS_20260705\.openclaw\workspace\downloads\19f2edd6-2b62-8503-8000-00009443acb2_HNC_Formalization_Guide_for_Grants.md,aureon;gary;gary leckey;leckey;r&a consulting,architecture;coherence;framework;harmonic;hnc;thesis,"Use as Gary/Aureon local metadata or research-output evidence only; do not present as independent validation, finance, legal, credential, partner, or award evidence without separate source checks."
P0,gary_profile_and_public_metadata,98,AIRR_RAPID_ACCESS_SUBMISSION_RECEIPT_20260709.json,.json,3191,2026-07-09T15:05:04.660062+01:00,7a5f329a19b7ca925665b00fe2fbe0ecf510bd1f3e7c3baf9e269da7f995a0d0,C:\Users\user\aureon-trading\data\research\grants\applications\AIRR_RAPID_ACCESS_SUBMISSION_RECEIPT_20260709.json,aureon;gary;gary anthony leckey;gary leckey;gaxlec;leckey;r&a consulting,research;verification,"Use as Gary/Aureon local metadata or research-output evidence only; do not present as independent validation, finance, legal, credential, partner, or award evidence without separate source checks."
P0,gary_profile_and_public_metadata,98,AUREON_IFS_GRANT_READY_METADATA_PACK_20260710_080246.json,.json,26666,2026-07-10T08:08:07.352559+01:00,a2d7d34acdfd1c26505f67897c46a748e757c8ac2c95bf8c0b3d47bec49088a7,C:\Users\user\aureon-trading\data\research\grants\applications\AUREON_IFS_GRANT_READY_METADATA_PACK_20260710_080246.json,aureon;gary;gary leckey;gaxlec;leckey;r&a consulting,audit;evidence os;metadata;research,"Use as Gary/Aureon local metadata or research-output evidence only; do not present as independent validation, finance, legal, credential, partner, or award evidence without separate source checks."
P0,gary_profile_and_public_metadata,98,PUBLIC_PROFILE_EVIDENCE_INDEX_20260710_112251.json,.json,23309,2026-07-10T11:22:51.911671+01:00,b27253cb3f8cc8d142598d7393e97ed302b276b156296e1e785dd706f076ff5d,C:\Users\user\aureon-trading\data\research\grants\applications\PUBLIC_PROFILE_EVIDENCE_INDEX_20260710_112251.json,aureon;gary;gary leckey;leckey;r&a consulting,harmonic;metadata;orcid;profile;research;validation,"Use as Gary/Aureon local metadata or research-output evidence only; do not present as independent validation, finance, legal, credential, partner, or award evidence without separate source checks."
P0,gary_profile_and_public_metadata,98,PUBLIC_PROFILE_EVIDENCE_INDEX_20260710_230641.json,.json,25503,2026-07-10T23:06:41.789160+01:00,a5eacbd7ac4457d87132b0bf1b435dcdaec09e773a2a3cf980591b7818e323cc,C:\Users\user\aureon-trading\data\research\grants\applications\PUBLIC_PROFILE_EVIDENCE_INDEX_20260710_230641.json,aureon;gary;gary leckey;leckey;r&a consulting,harmonic;metadata;orcid;profile;research;validation,"Use as Gary/Aureon local metadata or research-output evidence only; do not present as independent validation, finance, legal, credential, partner, or award evidence without separate source checks."
P0,validation_and_verification,98,AIRR_SUBMISSION_TEXT_20260709.json,.json,4270,2026-07-09T06:56:40.111324+01:00,5cc82b757c0700650a1544416e4a13f68e427be14e5831f64f4c17f56c114986,C:\Users\user\aureon-trading\data\research\grants\applications\AIRR_SUBMISSION_TEXT_20260709.json,aureon;aureon institute;r&a consulting,audit;coherence;evidence os;hnc;research;technical report;thesis;validation,"Use as Gary/Aureon local metadata or research-output evidence only; do not present as independent validation, finance, legal, credential, partner, or award evidence without separate source checks."
P0,gary_profile_and_public_metadata,97,Harmonic_Nexus_Theory_of_Becoming.pdf,.pdf,564861,2026-04-08T20:42:59.836817+01:00,b04038b51c289573162b12885caf6967b0d80cbf5376e68ad72329fa2d600932,C:\Users\user\Aureon_Work_Hub_20260705\01_LOCAL_RESEARCH_CORPUS\hnc_core_theory\AureonResearch\01_Theory\whitepapers\Harmonic_Nexus_Theory_of_Becoming.pdf,aureon;gary;gary leckey;leckey,framework;harmonic;hnc;paper;research;whitepaper,"Use as Gary/Aureon local metadata or research-output evidence only; do not present as independent validation, finance, legal, credential, partner, or award evidence without separate source checks."
P0,company_metadata_and_grant_readiness,96,Replication_Guidelines_HNC.pdf,.pdf,3508,2026-04-08T20:44:34.584433+01:00,7fe732a43f1ef61f5f6554f0e285026f7b4906684723a9912c59e75ca4ebe486,C:\Users\user\Aureon_Work_Hub_20260705\01_LOCAL_RESEARCH_CORPUS\validation_and_evidence\AureonResearch\05_Validation_Verification\Replication_Guidelines_HNC.pdf,aureon,alfie;coherence;epas;framework;harmonic;hnc;lumina;metadata;research;validation;verification,"Use as Gary/Aureon local metadata or research-output evidence only; do not present as independent validation, finance, legal, credential, partner, or award evidence without separate source checks."
P0,gary_profile_and_public_metadata,96,HNC_Grand_Unified_Framework_Leckey_2026.pdf,.pdf,671043,2026-04-08T20:42:58.399861+01:00,33e464e0c343739d45197fda4a7842e4313415843d859efff4675d49820ff371,C:\Users\user\Aureon_Work_Hub_20260705\01_LOCAL_RESEARCH_CORPUS\hnc_core_theory\AureonResearch\01_Theory\whitepapers\HNC_Grand_Unified_Framework_Leckey_2026.pdf,aureon;gary;leckey,coherence;framework;harmonic;hnc;paper;research;validation;whitepaper,"Use as Gary/Aureon local metadata or research-output evidence only; do not present as independent validation, finance, legal, credential, partner, or award evidence without separate source checks."
P0,hnc_harmonic_coherence,96,AUREON_WHITE_PAPER_RESEARCH_HUB.md,.md,22855,2026-04-08T18:00:25.556268+01:00,d8f7f7acfbc51605c16c3549d64996cf1157f422263371b397b7502a15027bba,C:\Users\user\Aureon_Work_Hub_20260705\01_LOCAL_RESEARCH_CORPUS\publication_and_outreach\docs\research\AUREON_WHITE_PAPER_RESEARCH_HUB.md,aureon;aureon institute,coherence;framework;harmonic;hnc;paper;publication;research;thesis;white paper,"Use as Gary/Aureon local metadata or research-output evidence only; do not present as independent validation, finance, legal, credential, partner, or award evidence without separate source checks."
P0,validation_and_verification,96,HNC_Methodology_Summary.pdf,.pdf,3534,2026-04-08T20:44:34.292205+01:00,c27edf80f0278efedb5a33295872746efbe5a986ca2d8f5cebecec5f828a73e4,C:\Users\user\Aureon_Work_Hub_20260705\01_LOCAL_RESEARCH_CORPUS\validation_and_evidence\AureonResearch\05_Validation_Verification\HNC_Methodology_Summary.pdf,aureon,coherence;empirical;epas;framework;harmonic;hnc;lumina;publication;research;validation;verification,"Use as Gary/Aureon local metadata or research-output evidence only; do not present as independent validation, finance, legal, credential, partner, or award evidence without separate source checks."
P0,validation_and_verification,96,HNC_WHITEPAPER_VERIFIED.md,.md,19059,2026-04-08T20:42:38.110327+01:00,d70d33502fb924ca17ede73e28a0e2c137ec5cc058892e38f90707215937ed28,C:\Users\user\Aureon_Work_Hub_20260705\01_LOCAL_RESEARCH_CORPUS\hnc_core_theory\AureonResearch\01_Theory\HNC_WHITEPAPER_VERIFIED.md,aureon,coherence;empirical;framework;harmonic;hnc;paper;research;thesis;validation;verification;whitepaper,"Use as Gary/Aureon local metadata or research-output evidence only; do not present as independent validation, finance, legal, credential, partner, or award evidence without separate source checks."
P0,validation_and_verification,96,HNC_WHITEPAPER_VERIFIED.md,.md,18587,2026-07-03T20:51:10.951636+01:00,690a0818b4248fbbf54a22caca973fb92097b306c14b410eaa9fb31ce4f5542d,C:\Users\user\Aureon_Work_Hub_20260705\06_LOCAL_DELTA_IMPORTS_20260705\.kimi_openclaw\workspace\aureon-trading\docs\research\HNC_WHITEPAPER_VERIFIED.md,aureon,coherence;empirical;framework;harmonic;hnc;paper;research;thesis;validation;verification;whitepaper,"Use as Gary/Aureon local metadata or research-output evidence only; do not present as independent validation, finance, legal, credential, partner, or award evidence without separate source checks."
P0,gary_profile_and_public_metadata,95,10210032_consumer_led_flexibility_print.txt,.txt,21842,2026-07-09T15:44:54.296371+01:00,d616d1a802f6047d13a289bf6e5df56de12fb57c050afc6fbdccb31b946bbc32,C:\Users\user\aureon-trading\data\research\grants\applications\ifs_portal_evidence_20260709_1545\10210032_consumer_led_flexibility_print.txt,aureon;gary;gary leckey;gaxlec;leckey;r&a consulting,audit;evidence os;research;validation,"Use as Gary/Aureon local metadata or research-output evidence only; do not present as independent validation, finance, legal, credential, partner, or award evidence without separate source checks."
P0,gary_profile_and_public_metadata,94,03-the-harmonic-nexus-core.md,.md,14047,2026-07-04T06:33:44.652102+01:00,a6af6d0005cae600da1a8a089be5debfca74686bfa5b24efb48510f55429c5b2,C:\Users\user\Aureon_Work_Hub_20260705\06_LOCAL_DELTA_IMPORTS_20260705\.kimi_openclaw\workspace\substack_output\03-the-harmonic-nexus-core.md,aureon;aureon institute;gary;gary leckey;leckey,article;framework;harmonic;hnc;validation,"Use as Gary/Aureon local metadata or research-output evidence only; do not present as independent validation, finance, legal, credential, partner, or award evidence without separate source checks."
P0,gary_profile_and_public_metadata,93,05-claims-and-evidence.md,.md,9963,2026-07-04T06:34:52.722436+01:00,215b6953e4cc5a5a0e71f890de82172049b8f7f258496e01c89a7d31f6afaa66,C:\Users\user\Aureon_Work_Hub_20260705\06_LOCAL_DELTA_IMPORTS_20260705\.kimi_openclaw\workspace\substack_output\05-claims-and-evidence.md,aureon;aureon institute;gary;gary leckey;leckey,coherence;hnc;paper;research,"Use as Gary/Aureon local metadata or research-output evidence only; do not present as independent validation, finance, legal, credential, partner, or award evidence without separate source checks."
P0,gary_profile_and_public_metadata,93,Antarctic_briefing_part_3.docx,.docx,2582545,2026-07-04T22:54:26.641728+01:00,2b7d3a8fde53670762478e3cfbe420842959c650c675f0efdc99c7c26bb3cca7,C:\Users\user\Aureon_Work_Hub_20260705\01_LOCAL_RESEARCH_CORPUS\atlantic_maeshowe_archaeology\Downloads\Antarctic_briefing_part_3.docx,aureon;aureon institute;leckey,antarctic;arctic;coherence;harmonic;lidar;research;thesis;validation,"Use as Gary/Aureon local metadata or research-output evidence only; do not present as independent validation, finance, legal, credential, partner, or award evidence without separate source checks."
P0,gary_profile_and_public_metadata,93,MULTIVERSAL_INTEGRATION_COMPLETE.txt,.txt,9159,2026-04-01T14:49:34.525230+01:00,96e1925ca93a4e50f63f74ea9a821f9ee3db6466db367606233eb040eee9d384,C:\Users\user\Aureon_Work_Hub_20260705\01_LOCAL_RESEARCH_CORPUS\repo_operator_research\docs\MULTIVERSAL_INTEGRATION_COMPLETE.txt,aureon;gary;gary leckey;leckey,architecture;framework;harmonic;hnc;research;validation;verification,"Use as Gary/Aureon local metadata or research-output evidence only; do not present as independent validation, finance, legal, credential, partner, or award evidence without separate source checks."
P0,gary_profile_and_public_metadata,93,P1-AKT6-BELFAST-MET-CONNECTED_20260710_140346.md,.md,1548,2026-07-10T14:03:47.658601+01:00,de617040b02ba62879220ab84683b52af753958420e60f85e3b704ab7bcfdeb2,C:\Users\user\aureon-trading\data\research\grants\applications\outreach_payloads\P1-AKT6-BELFAST-MET-CONNECTED_20260710_140346.md,aureon;gary;gary leckey;gaxlec;leckey;r&a consulting,evidence os;research;validation,"Use as Gary/Aureon local metadata or research-output evidence only; do not present as independent validation, finance, legal, credential, partner, or award evidence without separate source checks."
P0,gary_profile_and_public_metadata,93,P1-AKT6-BELFAST-MET-CONNECTED_20260710_140752.md,.md,1518,2026-07-10T14:07:52.386411+01:00,69d21820493b201e3972340e0efa331093bd141de3b8a5a07abbc08b21e9f9ae,C:\Users\user\aureon-trading\data\research\grants\applications\outreach_payloads\P1-AKT6-BELFAST-MET-CONNECTED_20260710_140752.md,aureon;gary;gary leckey;gaxlec;leckey;r&a consulting,evidence os;research;validation,"Use as Gary/Aureon local metadata or research-output evidence only; do not present as independent validation, finance, legal, credential, partner, or award evidence without separate source checks."
P0,gary_profile_and_public_metadata,93,P1-AKT6-INVEST-NI-KTP_20260710_140346.md,.md,1633,2026-07-10T14:03:47.646441+01:00,176c56f3cbd74feee772243bad9814b471b1832150be975373122e959877a8fe,C:\Users\user\aureon-trading\data\research\grants\applications\outreach_payloads\P1-AKT6-INVEST-NI-KTP_20260710_140346.md,aureon;gary;gary leckey;gaxlec;leckey;r&a consulting,evidence os;research;validation,"Use as Gary/Aureon local metadata or research-output evidence only; do not present as independent validation, finance, legal, credential, partner, or award evidence without separate source checks."
P0,gary_profile_and_public_metadata,93,P1-AKT6-INVEST-NI-KTP_20260710_140752.md,.md,1603,2026-07-10T14:07:52.385412+01:00,ebaecded9634cd2f72f5450c11c0e5efb659fa10d8d4b1908aeec37483dbc958,C:\Users\user\aureon-trading\data\research\grants\applications\outreach_payloads\P1-AKT6-INVEST-NI-KTP_20260710_140752.md,aureon;gary;gary leckey;gaxlec;leckey;r&a consulting,evidence os;research;validation,"Use as Gary/Aureon local metadata or research-output evidence only; do not present as independent validation, finance, legal, credential, partner, or award evidence without separate source checks."
P0,gary_profile_and_public_metadata,93,P1-AKT6-QUB-KTP_20260710_140346.md,.md,1611,2026-07-10T14:03:46.491449+01:00,71ad47bf9c3490bc493abf04382d14e197af9645442ab66401290e9d7fba8993,C:\Users\user\aureon-trading\data\research\grants\applications\outreach_payloads\P1-AKT6-QUB-KTP_20260710_140346.md,aureon;gary;gary leckey;gaxlec;leckey;r&a consulting,evidence os;research;validation,"Use as Gary/Aureon local metadata or research-output evidence only; do not present as independent validation, finance, legal, credential, partner, or award evidence without separate source checks."
P0,gary_profile_and_public_metadata,93,P1-AKT6-QUB-KTP_20260710_140752.md,.md,1581,2026-07-10T14:07:52.381409+01:00,0175beaaa46376176e498f9844404883d1ed0003da47cba566e222c350e3e43a,C:\Users\user\aureon-trading\data\research\grants\applications\outreach_payloads\P1-AKT6-QUB-KTP_20260710_140752.md,aureon;gary;gary leckey;gaxlec;leckey;r&a consulting,evidence os;research;validation,"Use as Gary/Aureon local metadata or research-output evidence only; do not present as independent validation, finance, legal, credential, partner, or award evidence without separate source checks."
P0,gary_profile_and_public_metadata,93,P1-AKT6-ULSTER-KTP_20260710_140346.md,.md,1642,2026-07-10T14:03:46.492448+01:00,10ac458cddc4ee6cede374365ae9258bbda7759d2ae4247f8d38307148b3571e,C:\Users\user\aureon-trading\data\research\grants\applications\outreach_payloads\P1-AKT6-ULSTER-KTP_20260710_140346.md,aureon;gary;gary leckey;gaxlec;leckey;r&a consulting,evidence os;research;validation,"Use as Gary/Aureon local metadata or research-output evidence only; do not present as independent validation, finance, legal, credential, partner, or award evidence without separate source checks."
P0,gary_profile_and_public_metadata,93,P1-AKT6-ULSTER-KTP_20260710_140752.md,.md,1612,2026-07-10T14:07:52.383411+01:00,18649a97beb7d79f6c3e486ffdaa32d4ac3a80e481e781cb9fb0fc1e6826b2e3,C:\Users\user\aureon-trading\data\research\grants\applications\outreach_payloads\P1-AKT6-ULSTER-KTP_20260710_140752.md,aureon;gary;gary leckey;gaxlec;leckey;r&a consulting,evidence os;research;validation,"Use as Gary/Aureon local metadata or research-output evidence only; do not present as independent validation, finance, legal, credential, partner, or award evidence without separate source checks."
P0,gary_profile_and_public_metadata,93,P2-ACTASAP-QUB-CSIT_20260710_141505.md,.md,1344,2026-07-10T14:15:05.515242+01:00,d701e727d1efb58531fe5aa3e9b640f128f90759f9686bdae33a259831df6567,C:\Users\user\aureon-trading\data\research\grants\applications\outreach_payloads\P2-ACTASAP-QUB-CSIT_20260710_141505.md,aureon;gary;gary leckey;gaxlec;leckey;r&a consulting,evidence os;research;validation,"Use as Gary/Aureon local metadata or research-output evidence only; do not present as independent validation, finance, legal, credential, partner, or award evidence without separate source checks."
P0,gary_profile_and_public_metadata,93,P2-ACTASAP-ULSTER-AIRC_20260710_141505.md,.md,1285,2026-07-10T14:15:05.516241+01:00,86fa383f687b8bcc5cbd883a8c265b86bbad9d7ae2d907eb3f7b3986fe292451,C:\Users\user\aureon-trading\data\research\grants\applications\outreach_payloads\P2-ACTASAP-ULSTER-AIRC_20260710_141505.md,aureon;gary;gary leckey;gaxlec;leckey;r&a consulting,evidence os;research;validation,"Use as Gary/Aureon local metadata or research-output evidence only; do not present as independent validation, finance, legal, credential, partner, or award evidence without separate source checks."
P0,gary_profile_and_public_metadata,93,PRIMELINES_IDENTITY.md,.md,10176,2026-04-08T20:42:30.603997+01:00,de3321ded7da682861be2c792fdd36bd4a99a99d0c6702ad020342596d57666c,C:\Users\user\Aureon_Work_Hub_20260705\01_LOCAL_RESEARCH_CORPUS\misc_research\AureonResearch\01_Theory\PRIMELINES_IDENTITY.md,aureon;gary;gary leckey;leckey;r&a consulting,coherence;framework;harmonic;lumina;research,"Use as Gary/Aureon local metadata or research-output evidence only; do not present as independent validation, finance, legal, credential, partner, or award evidence without separate source checks."
P0,gary_profile_and_public_metadata,93,R-UKSWISS-B2MATCH-LIVE-READBACK_20260710_225955.md,.md,2035,2026-07-10T22:59:55.653965+01:00,0cf88ad9f04d3c0e24baac87be1cb643aa3bd8045fe18d89144d11def5f2c33e,C:\Users\user\aureon-trading\data\research\grants\applications\outreach_payloads\R-UKSWISS-B2MATCH-LIVE-READBACK_20260710_225955.md,aureon;gary;gary leckey;gaxlec;leckey;r&a consulting,audit;evidence os;profile;research,"Use as Gary/Aureon local metadata or research-output evidence only; do not present as independent validation, finance, legal, credential, partner, or award evidence without separate source checks."
P0,gary_profile_and_public_metadata,93,R-UKSWISS-B2MATCH-LIVE-READBACK_20260710_230714.md,.md,2035,2026-07-10T23:07:14.220874+01:00,e163cec8f1211c364435572bdcc01deb0a5d0df44db4ab167745b08af77a7fab,C:\Users\user\aureon-trading\data\research\grants\applications\outreach_payloads\R-UKSWISS-B2MATCH-LIVE-READBACK_20260710_230714.md,aureon;gary;gary leckey;gaxlec;leckey;r&a consulting,audit;evidence os;profile;research,"Use as Gary/Aureon local metadata or research-output evidence only; do not present as independent validation, finance, legal, credential, partner, or award evidence without separate source checks."
P0,gary_profile_and_public_metadata,92,IFS_FUTURE_LEADERS_R11_10209992_DRAFT_STATUS_20260709.md,.md,4204,2026-07-09T11:09:59.551276+01:00,3f979c9fd3dfb194bb0a2c49fc30b22d1fc131aadd0bc64ef32457b7fbe88aac,C:\Users\user\aureon-trading\data\research\grants\applications\IFS_FUTURE_LEADERS_R11_10209992_DRAFT_STATUS_20260709.md,aureon;gary;gary anthony leckey;gary leckey;gaxlec;leckey;r&a consulting,research,"Use as Gary/Aureon local metadata or research-output evidence only; do not present as independent validation, finance, legal, credential, partner, or award evidence without separate source checks."
P0,gary_profile_and_public_metadata,92,LIVE_GRANT_SUBMISSION_STATUS_20260705.md,.md,12835,2026-07-06T07:01:10.368862+01:00,ed1e5cad9cb680684f94c1d26de9ebf76d9b0dff9ce80ffd1dc5ed86064200ab,C:\Users\user\Aureon_Work_Hub_20260705\04_GRANT_WORKING_PACKS\LIVE_GRANT_SUBMISSION_STATUS_20260705.md,aureon;aureon institute;gary;gary anthony leckey;leckey;r&a consulting,research;verification,"Use as Gary/Aureon local metadata or research-output evidence only; do not present as independent validation, finance, legal, credential, partner, or award evidence without separate source checks."
P0,gary_profile_and_public_metadata,92,MULTIVERSAL_EXTENSION_SUMMARY.md,.md,23140,2026-07-03T20:51:11.475598+01:00,c31716acdf5f59d9221b9867718c0a850e66ad9ba16ad8ae9f7d5b77a43b21ac,C:\Users\user\Aureon_Work_Hub_20260705\06_LOCAL_DELTA_IMPORTS_20260705\.kimi_openclaw\workspace\aureon-trading\docs\MULTIVERSAL_EXTENSION_SUMMARY.md,aureon;gary;gary leckey;leckey,framework;harmonic;hnc;paper;verification;whitepaper,"Use as Gary/Aureon local metadata or research-output evidence only; do not present as independent validation, finance, legal, credential, partner, or award evidence without separate source checks."
P0,gary_profile_and_public_metadata,91,IFS_FUTURE_LEADERS_R11_10209992_DRAFT_STATUS_20260709.json,.json,5379,2026-07-09T11:11:52.924258+01:00,5b2437abf11743ebfa5b0ddf12ae4338b0dafb43516670524dc3bfb6325dcc72,C:\Users\user\aureon-trading\data\research\grants\applications\IFS_FUTURE_LEADERS_R11_10209992_DRAFT_STATUS_20260709.json,aureon;gary;gary anthony leckey;gaxlec;leckey;r&a consulting,audit;evidence os;research,"Use as Gary/Aureon local metadata or research-output evidence only; do not present as independent validation, finance, legal, credential, partner, or award evidence without separate source checks."
P0,hnc_harmonic_coherence,91,Project_Druid_Technical_Architecture.pdf,.pdf,151224,2026-04-08T20:43:15.410420+01:00,966d0ed18210d344aef0b33fcaf6ecbe9e811efbfc097db6431d992f515cc5d0,C:\Users\user\Aureon_Work_Hub_20260705\01_LOCAL_RESEARCH_CORPUS\epas_druid_lidar_space\AureonResearch\02_Cosmic_Intelligence\whitepapers\Project_Druid_Technical_Architecture.pdf,aureon,architecture;coherence;druid;epas;harmonic;lidar;paper;research;thesis;whitepaper,"Use as Gary/Aureon local metadata or research-output evidence only; do not present as independent validation, finance, legal, credential, partner, or award evidence without separate source checks."
P0,validation_and_verification,91,INDEX.md,.md,14359,2026-05-08T10:17:55.973924+01:00,09fb41cb838727760ccfe632e37d668fbfbfdd208b854dbcaf84fd9443c30e9a,C:\Users\user\Aureon_Work_Hub_20260705\01_LOCAL_RESEARCH_CORPUS\misc_research\project-rainbow\docs\research\INDEX.md,aureon,audit;framework;harmonic;hnc;paper;research;thesis;verification;white paper;whitepaper,"Use as Gary/Aureon local metadata or research-output evidence only; do not present as independent validation, finance, legal, credential, partner, or award evidence without separate source checks."
P0,validation_and_verification,91,INDEX.md,.md,14155,2026-07-03T20:51:11.179466+01:00,9ea48e98a87ef20952d6b5ea971acf95bbb259e167e06b3b7d044a1daf489c09,C:\Users\user\Aureon_Work_Hub_20260705\06_LOCAL_DELTA_IMPORTS_20260705\.kimi_openclaw\workspace\aureon-trading\docs\research\INDEX.md,aureon,audit;framework;harmonic;hnc;paper;research;thesis;verification;white paper;whitepaper,"Use as Gary/Aureon local metadata or research-output evidence only; do not present as independent validation, finance, legal, credential, partner, or award evidence without separate source checks."
P0,gary_profile_and_public_metadata,90,AUREON_SUPREMACY_REPORT.md,.md,8976,2026-04-08T20:43:37.545070+01:00,f1755768693fa1d2d9992ee3d38b33cc3499fdb8a1752f985e321a433fe60539,C:\Users\user\Aureon_Work_Hub_20260705\01_LOCAL_RESEARCH_CORPUS\validation_and_evidence\AureonResearch\03_Evidence_Analytics\AUREON_SUPREMACY_REPORT.md,aureon;gary;gary leckey;leckey,coherence;framework;harmonic;hnc;research;validation,"Use as Gary/Aureon local metadata or research-output evidence only; do not present as independent validation, finance, legal, credential, partner, or award evidence without separate source checks."
P0,gary_profile_and_public_metadata,90,IFS_CFI_SEN_2511_PORTAL_DRAFT_20260709.md,.md,20043,2026-07-09T13:57:07.904190+01:00,d2bdcd08f92c0f8f4e870000bc004b0de27a1df9a188fe739736488efe63a2c4,C:\Users\user\aureon-trading\data\research\grants\applications\IFS_CFI_SEN_2511_PORTAL_DRAFT_20260709.md,aureon;gary;gary anthony leckey;gaxlec;leckey;r&a consulting,audit;evidence os;validation,"Use as Gary/Aureon local metadata or research-output evidence only; do not present as independent validation, finance, legal, credential, partner, or award evidence without separate source checks."
P0,gary_profile_and_public_metadata,90,R-UKSWISS-EEN-SWITZERLAND-LIVE-READBACK_20260710_225955.md,.md,2115,2026-07-10T22:59:55.652966+01:00,49366cc2a58b4449a6fd032f575e953037c059e00526daf2139b8c8482d2b558,C:\Users\user\aureon-trading\data\research\grants\applications\outreach_payloads\R-UKSWISS-EEN-SWITZERLAND-LIVE-READBACK_20260710_225955.md,aureon;gary;gary leckey;gaxlec;leckey;r&a consulting,audit;evidence os;research,"Use as Gary/Aureon local metadata or research-output evidence only; do not present as independent validation, finance, legal, credential, partner, or award evidence without separate source checks."
P0,gary_profile_and_public_metadata,90,R-UKSWISS-EEN-SWITZERLAND-LIVE-READBACK_20260710_230714.md,.md,2115,2026-07-10T23:07:14.219780+01:00,74d68e7775c0b9f19c755790675fd02bd09d2772f3e9a58df67610458465b83c,C:\Users\user\aureon-trading\data\research\grants\applications\outreach_payloads\R-UKSWISS-EEN-SWITZERLAND-LIVE-READBACK_20260710_230714.md,aureon;gary;gary leckey;gaxlec;leckey;r&a consulting,audit;evidence os;research,"Use as Gary/Aureon local metadata or research-output evidence only; do not present as independent validation, finance, legal, credential, partner, or award evidence without separate source checks."
P0,gary_profile_and_public_metadata,90,R-UKSWISS-INNOSUISSE-LIVE-READBACK_20260710_225955.md,.md,2030,2026-07-10T22:59:55.658184+01:00,5fa36758d6f391be60b33c695236e4e4055568d6e23f767061658a7e5e1a457c,C:\Users\user\aureon-trading\data\research\grants\applications\outreach_payloads\R-UKSWISS-INNOSUISSE-LIVE-READBACK_20260710_225955.md,aureon;gary;gary leckey;gaxlec;leckey;r&a consulting,audit;evidence os;research,"Use as Gary/Aureon local metadata or research-output evidence only; do not present as independent validation, finance, legal, credential, partner, or award evidence without separate source checks."
