"Collection","SourcePath","HubPath","Name","Extension","Length","LastWriteTime"
"kimi_openclaw_workspace_research","C:\Users\user\.kimi_openclaw\workspace\aureon-trading\docs\research\benchmarks\historical-backtest-kp-2025.md","C:\Users\user\Aureon_Work_Hub_20260705\06_LOCAL_DELTA_IMPORTS_20260705\.kimi_openclaw\workspace\aureon-trading\docs\research\benchmarks\historical-backtest-kp-2025.md","historical-backtest-kp-2025.md",".md","3146","03/07/2026 20:51:11"
"kimi_openclaw_workspace_research","C:\Users\user\.kimi_openclaw\workspace\aureon-trading\docs\research\benchmarks\historical-backtest-kp-2025-vote7.md","C:\Users\user\Aureon_Work_Hub_20260705\06_LOCAL_DELTA_IMPORTS_20260705\.kimi_openclaw\workspace\aureon-trading\docs\research\benchmarks\historical-backtest-kp-2025-vote7.md","historical-backtest-kp-2025-vote7.md",".md","4912","03/07/2026 20:51:11"
"kimi_openclaw_workspace_research","C:\Users\user\.kimi_openclaw\workspace\aureon-trading\docs\research\benchmarks\observer-benchmark-sandbox-001.md","C:\Users\user\Aureon_Work_Hub_20260705\06_LOCAL_DELTA_IMPORTS_20260705\.kimi_openclaw\workspace\aureon-trading\docs\research\benchmarks\observer-benchmark-sandbox-001.md","observer-benchmark-sandbox-001.md",".md","1519","03/07/2026 20:51:11"
"kimi_openclaw_workspace_research","C:\Users\user\.kimi_openclaw\workspace\aureon-trading\docs\research\benchmarks\observer-benchmark-sandbox-002-charts.md","C:\Users\user\Aureon_Work_Hub_20260705\06_LOCAL_DELTA_IMPORTS_20260705\.kimi_openclaw\workspace\aureon-trading\docs\research\benchmarks\observer-benchmark-sandbox-002-charts.md","observer-benchmark-sandbox-002-charts.md",".md","2699","03/07/2026 20:51:11"
"kimi_openclaw_workspace_research","C:\Users\user\.kimi_openclaw\workspace\aureon-trading\docs\research\benchmarks\observer-benchmark-stage-uvw-full-wire.md","C:\Users\user\Aureon_Work_Hub_20260705\06_LOCAL_DELTA_IMPORTS_20260705\.kimi_openclaw\workspace\aureon-trading\docs\research\benchmarks\observer-benchmark-stage-uvw-full-wire.md","observer-benchmark-stage-uvw-full-wire.md",".md","2911","03/07/2026 20:51:11"
"kimi_openclaw_workspace_research","C:\Users\user\.kimi_openclaw\workspace\aureon-trading\docs\research\benchmarks\queen-benchmark-run1.md","C:\Users\user\Aureon_Work_Hub_20260705\06_LOCAL_DELTA_IMPORTS_20260705\.kimi_openclaw\workspace\aureon-trading\docs\research\benchmarks\queen-benchmark-run1.md","queen-benchmark-run1.md",".md","14516","03/07/2026 20:51:11"
"kimi_openclaw_workspace_research","C:\Users\user\.kimi_openclaw\workspace\aureon-trading\docs\research\benchmarks\queen-benchmark-run2.md","C:\Users\user\Aureon_Work_Hub_20260705\06_LOCAL_DELTA_IMPORTS_20260705\.kimi_openclaw\workspace\aureon-trading\docs\research\benchmarks\queen-benchmark-run2.md","queen-benchmark-run2.md",".md","14257","03/07/2026 20:51:11"
"kimi_openclaw_workspace_research","C:\Users\user\.kimi_openclaw\workspace\aureon-trading\docs\research\benchmarks\queen-benchmark-run3.md","C:\Users\user\Aureon_Work_Hub_20260705\06_LOCAL_DELTA_IMPORTS_20260705\.kimi_openclaw\workspace\aureon-trading\docs\research\benchmarks\queen-benchmark-run3.md","queen-benchmark-run3.md",".md","14434","03/07/2026 20:51:11"
"kimi_openclaw_workspace_research","C:\Users\user\.kimi_openclaw\workspace\aureon-trading\docs\research\benchmarks\queen-benchmark-run4.md","C:\Users\user\Aureon_Work_Hub_20260705\06_LOCAL_DELTA_IMPORTS_20260705\.kimi_openclaw\workspace\aureon-trading\docs\research\benchmarks\queen-benchmark-run4.md","queen-benchmark-run4.md",".md","35979","03/07/2026 20:51:11"
"kimi_openclaw_workspace_research","C:\Users\user\.kimi_openclaw\workspace\aureon-trading\docs\research\BOT_INTELLIGENCE.md","C:\Users\user\Aureon_Work_Hub_20260705\06_LOCAL_DELTA_IMPORTS_20260705\.kimi_openclaw\workspace\aureon-trading\docs\research\BOT_INTELLIGENCE.md","BOT_INTELLIGENCE.md",".md","29324","03/07/2026 20:51:11"
"kimi_openclaw_workspace_research","C:\Users\user\.kimi_openclaw\workspace\aureon-trading\docs\research\COUNTER_STRATEGIES.md","C:\Users\user\Aureon_Work_Hub_20260705\06_LOCAL_DELTA_IMPORTS_20260705\.kimi_openclaw\workspace\aureon-trading\docs\research\COUNTER_STRATEGIES.md","COUNTER_STRATEGIES.md",".md","7787","03/07/2026 20:51:10"
"kimi_openclaw_workspace_research","C:\Users\user\.kimi_openclaw\workspace\aureon-trading\docs\research\EMERGENT_COGNITION.md","C:\Users\user\Aureon_Work_Hub_20260705\06_LOCAL_DELTA_IMPORTS_20260705\.kimi_openclaw\workspace\aureon-trading\docs\research\EMERGENT_COGNITION.md","EMERGENT_COGNITION.md",".md","10990","03/07/2026 20:51:11"
"kimi_openclaw_workspace_research","C:\Users\user\.kimi_openclaw\workspace\aureon-trading\docs\research\EPAS_ZPE_RESEARCH_PAPER.md","C:\Users\user\Aureon_Work_Hub_20260705\06_LOCAL_DELTA_IMPORTS_20260705\.kimi_openclaw\workspace\aureon-trading\docs\research\EPAS_ZPE_RESEARCH_PAPER.md","EPAS_ZPE_RESEARCH_PAPER.md",".md","26956","03/07/2026 20:51:10"
"kimi_openclaw_workspace_research","C:\Users\user\.kimi_openclaw\workspace\aureon-trading\docs\research\figures\ai_benchmark_comparison.png","C:\Users\user\Aureon_Work_Hub_20260705\06_LOCAL_DELTA_IMPORTS_20260705\.kimi_openclaw\workspace\aureon-trading\docs\research\figures\ai_benchmark_comparison.png","ai_benchmark_comparison.png",".png","334453","03/07/2026 20:51:11"
"kimi_openclaw_workspace_research","C:\Users\user\.kimi_openclaw\workspace\aureon-trading\docs\research\figures\ai_benchmark_detailed.png","C:\Users\user\Aureon_Work_Hub_20260705\06_LOCAL_DELTA_IMPORTS_20260705\.kimi_openclaw\workspace\aureon-trading\docs\research\figures\ai_benchmark_detailed.png","ai_benchmark_detailed.png",".png","292854","03/07/2026 20:51:11"
"kimi_openclaw_workspace_research","C:\Users\user\.kimi_openclaw\workspace\aureon-trading\docs\research\figures\ai_benchmark_summary.png","C:\Users\user\Aureon_Work_Hub_20260705\06_LOCAL_DELTA_IMPORTS_20260705\.kimi_openclaw\workspace\aureon-trading\docs\research\figures\ai_benchmark_summary.png","ai_benchmark_summary.png",".png","392403","03/07/2026 20:51:11"
"kimi_openclaw_workspace_research","C:\Users\user\.kimi_openclaw\workspace\aureon-trading\docs\research\figures\ai_llm_cognitive_benchmark_comparison.jpg","C:\Users\user\Aureon_Work_Hub_20260705\06_LOCAL_DELTA_IMPORTS_20260705\.kimi_openclaw\workspace\aureon-trading\docs\research\figures\ai_llm_cognitive_benchmark_comparison.jpg","ai_llm_cognitive_benchmark_comparison.jpg",".jpg","244142","03/07/2026 20:51:11"
"kimi_openclaw_workspace_research","C:\Users\user\.kimi_openclaw\workspace\aureon-trading\docs\research\figures\ai_llm_cognitive_benchmark_detailed_dimensions.jpg","C:\Users\user\Aureon_Work_Hub_20260705\06_LOCAL_DELTA_IMPORTS_20260705\.kimi_openclaw\workspace\aureon-trading\docs\research\figures\ai_llm_cognitive_benchmark_detailed_dimensions.jpg","ai_llm_cognitive_benchmark_detailed_dimensions.jpg",".jpg","188033","03/07/2026 20:51:11"
"kimi_openclaw_workspace_research","C:\Users\user\.kimi_openclaw\workspace\aureon-trading\docs\research\figures\ai_llm_cognitive_benchmark_radar.jpg","C:\Users\user\Aureon_Work_Hub_20260705\06_LOCAL_DELTA_IMPORTS_20260705\.kimi_openclaw\workspace\aureon-trading\docs\research\figures\ai_llm_cognitive_benchmark_radar.jpg","ai_llm_cognitive_benchmark_radar.jpg",".jpg","209371","03/07/2026 20:51:11"
"kimi_openclaw_workspace_research","C:\Users\user\.kimi_openclaw\workspace\aureon-trading\docs\research\figures\ai_sentience_benchmark.png","C:\Users\user\Aureon_Work_Hub_20260705\06_LOCAL_DELTA_IMPORTS_20260705\.kimi_openclaw\workspace\aureon-trading\docs\research\figures\ai_sentience_benchmark.png","ai_sentience_benchmark.png",".png","471598","03/07/2026 20:51:11"
"kimi_openclaw_workspace_research","C:\Users\user\.kimi_openclaw\workspace\aureon-trading\docs\research\figures\ai_sentience_benchmark_academic_sweep.jpg","C:\Users\user\Aureon_Work_Hub_20260705\06_LOCAL_DELTA_IMPORTS_20260705\.kimi_openclaw\workspace\aureon-trading\docs\research\figures\ai_sentience_benchmark_academic_sweep.jpg","ai_sentience_benchmark_academic_sweep.jpg",".jpg","297416","03/07/2026 20:51:11"
"kimi_openclaw_workspace_research","C:\Users\user\.kimi_openclaw\workspace\aureon-trading\docs\research\figures\ai_sentience_benchmark_executive_summary.jpg","C:\Users\user\Aureon_Work_Hub_20260705\06_LOCAL_DELTA_IMPORTS_20260705\.kimi_openclaw\workspace\aureon-trading\docs\research\figures\ai_sentience_benchmark_executive_summary.jpg","ai_sentience_benchmark_executive_summary.jpg",".jpg","286488","03/07/2026 20:51:11"
"kimi_openclaw_workspace_research","C:\Users\user\.kimi_openclaw\workspace\aureon-trading\docs\research\figures\ai_sentience_executive_summary.png","C:\Users\user\Aureon_Work_Hub_20260705\06_LOCAL_DELTA_IMPORTS_20260705\.kimi_openclaw\workspace\aureon-trading\docs\research\figures\ai_sentience_executive_summary.png","ai_sentience_executive_summary.png",".png","473848","03/07/2026 20:51:11"
"kimi_openclaw_workspace_research","C:\Users\user\.kimi_openclaw\workspace\aureon-trading\docs\research\figures\aureon_answers_qa_dataset_stats.jpg","C:\Users\user\Aureon_Work_Hub_20260705\06_LOCAL_DELTA_IMPORTS_20260705\.kimi_openclaw\workspace\aureon-trading\docs\research\figures\aureon_answers_qa_dataset_stats.jpg","aureon_answers_qa_dataset_stats.jpg",".jpg","185715","03/07/2026 20:51:11"
"kimi_openclaw_workspace_research","C:\Users\user\.kimi_openclaw\workspace\aureon-trading\docs\research\figures\AUREON_ARCHITECTURE_IMPACT.png","C:\Users\user\Aureon_Work_Hub_20260705\06_LOCAL_DELTA_IMPORTS_20260705\.kimi_openclaw\workspace\aureon-trading\docs\research\figures\AUREON_ARCHITECTURE_IMPACT.png","AUREON_ARCHITECTURE_IMPACT.png",".png","181745","03/07/2026 20:51:11"
"kimi_openclaw_workspace_research","C:\Users\user\.kimi_openclaw\workspace\aureon-trading\docs\research\figures\AUREON_BENCHMARK_COMPARISON.png","C:\Users\user\Aureon_Work_Hub_20260705\06_LOCAL_DELTA_IMPORTS_20260705\.kimi_openclaw\workspace\aureon-trading\docs\research\figures\AUREON_BENCHMARK_COMPARISON.png","AUREON_BENCHMARK_COMPARISON.png",".png","309090","03/07/2026 20:51:11"
"kimi_openclaw_workspace_research","C:\Users\user\.kimi_openclaw\workspace\aureon-trading\docs\research\figures\AUREON_BUTLIN_VISUALIZATION.png","C:\Users\user\Aureon_Work_Hub_20260705\06_LOCAL_DELTA_IMPORTS_20260705\.kimi_openclaw\workspace\aureon-trading\docs\research\figures\AUREON_BUTLIN_VISUALIZATION.png","AUREON_BUTLIN_VISUALIZATION.png",".png","521079","03/07/2026 20:51:11"
"kimi_openclaw_workspace_research","C:\Users\user\.kimi_openclaw\workspace\aureon-trading\docs\research\figures\aureon_math_visualization.png","C:\Users\user\Aureon_Work_Hub_20260705\06_LOCAL_DELTA_IMPORTS_20260705\.kimi_openclaw\workspace\aureon-trading\docs\research\figures\aureon_math_visualization.png","aureon_math_visualization.png",".png","510111","03/07/2026 20:51:11"
"kimi_openclaw_workspace_research","C:\Users\user\.kimi_openclaw\workspace\aureon-trading\docs\research\figures\aureon_qa_visualization.png","C:\Users\user\Aureon_Work_Hub_20260705\06_LOCAL_DELTA_IMPORTS_20260705\.kimi_openclaw\workspace\aureon-trading\docs\research\figures\aureon_qa_visualization.png","aureon_qa_visualization.png",".png","305264","03/07/2026 20:51:11"
"kimi_openclaw_workspace_research","C:\Users\user\.kimi_openclaw\workspace\aureon-trading\docs\research\figures\AUREON_SUPREMACY_VISUALIZATION.png","C:\Users\user\Aureon_Work_Hub_20260705\06_LOCAL_DELTA_IMPORTS_20260705\.kimi_openclaw\workspace\aureon-trading\docs\research\figures\AUREON_SUPREMACY_VISUALIZATION.png","AUREON_SUPREMACY_VISUALIZATION.png",".png","642841","03/07/2026 20:51:11"
"kimi_openclaw_workspace_research","C:\Users\user\.kimi_openclaw\workspace\aureon-trading\docs\research\figures\AUREON_WHITEPAPER_VISUALIZATION.png","C:\Users\user\Aureon_Work_Hub_20260705\06_LOCAL_DELTA_IMPORTS_20260705\.kimi_openclaw\workspace\aureon-trading\docs\research\figures\AUREON_WHITEPAPER_VISUALIZATION.png","AUREON_WHITEPAPER_VISUALIZATION.png",".png","713389","03/07/2026 20:51:11"
"kimi_openclaw_workspace_research","C:\Users\user\.kimi_openclaw\workspace\aureon-trading\docs\research\figures\fig1_phi_squared_bridge.png","C:\Users\user\Aureon_Work_Hub_20260705\06_LOCAL_DELTA_IMPORTS_20260705\.kimi_openclaw\workspace\aureon-trading\docs\research\figures\fig1_phi_squared_bridge.png","fig1_phi_squared_bridge.png",".png","137014","03/07/2026 20:51:11"
"kimi_openclaw_workspace_research","C:\Users\user\.kimi_openclaw\workspace\aureon-trading\docs\research\figures\fig2_atlas_wow_separation.png","C:\Users\user\Aureon_Work_Hub_20260705\06_LOCAL_DELTA_IMPORTS_20260705\.kimi_openclaw\workspace\aureon-trading\docs\research\figures\fig2_atlas_wow_separation.png","fig2_atlas_wow_separation.png",".png","146570","03/07/2026 20:51:11"
"kimi_openclaw_workspace_research","C:\Users\user\.kimi_openclaw\workspace\aureon-trading\docs\research\figures\fig2_atlas_wow_separation-1.png","C:\Users\user\Aureon_Work_Hub_20260705\06_LOCAL_DELTA_IMPORTS_20260705\.kimi_openclaw\workspace\aureon-trading\docs\research\figures\fig2_atlas_wow_separation-1.png","fig2_atlas_wow_separation-1.png",".png","146570","03/07/2026 20:51:11"
"kimi_openclaw_workspace_research","C:\Users\user\.kimi_openclaw\workspace\aureon-trading\docs\research\figures\fig3_stability_cliff.png","C:\Users\user\Aureon_Work_Hub_20260705\06_LOCAL_DELTA_IMPORTS_20260705\.kimi_openclaw\workspace\aureon-trading\docs\research\figures\fig3_stability_cliff.png","fig3_stability_cliff.png",".png","141347","03/07/2026 20:51:11"
"kimi_openclaw_workspace_research","C:\Users\user\.kimi_openclaw\workspace\aureon-trading\docs\research\figures\fig4_c9_asteroid_eccentricities.png","C:\Users\user\Aureon_Work_Hub_20260705\06_LOCAL_DELTA_IMPORTS_20260705\.kimi_openclaw\workspace\aureon-trading\docs\research\figures\fig4_c9_asteroid_eccentricities.png","fig4_c9_asteroid_eccentricities.png",".png","208254","03/07/2026 20:51:11"
"kimi_openclaw_workspace_research","C:\Users\user\.kimi_openclaw\workspace\aureon-trading\docs\research\figures\fig5_c1_oil_clones.png","C:\Users\user\Aureon_Work_Hub_20260705\06_LOCAL_DELTA_IMPORTS_20260705\.kimi_openclaw\workspace\aureon-trading\docs\research\figures\fig5_c1_oil_clones.png","fig5_c1_oil_clones.png",".png","245586","03/07/2026 20:51:11"
"kimi_openclaw_workspace_research","C:\Users\user\.kimi_openclaw\workspace\aureon-trading\docs\research\figures\HNC_VERIFICATION_ANALYSIS.png","C:\Users\user\Aureon_Work_Hub_20260705\06_LOCAL_DELTA_IMPORTS_20260705\.kimi_openclaw\workspace\aureon-trading\docs\research\figures\HNC_VERIFICATION_ANALYSIS.png","HNC_VERIFICATION_ANALYSIS.png",".png","483410","03/07/2026 20:51:11"
"kimi_openclaw_workspace_research","C:\Users\user\.kimi_openclaw\workspace\aureon-trading\docs\research\figures\HNC_VERIFICATION_CERTIFICATE.png","C:\Users\user\Aureon_Work_Hub_20260705\06_LOCAL_DELTA_IMPORTS_20260705\.kimi_openclaw\workspace\aureon-trading\docs\research\figures\HNC_VERIFICATION_CERTIFICATE.png","HNC_VERIFICATION_CERTIFICATE.png",".png","244761","03/07/2026 20:51:11"
"kimi_openclaw_workspace_research","C:\Users\user\.kimi_openclaw\workspace\aureon-trading\docs\research\FINANCIAL_EXPOSURE.md","C:\Users\user\Aureon_Work_Hub_20260705\06_LOCAL_DELTA_IMPORTS_20260705\.kimi_openclaw\workspace\aureon-trading\docs\research\FINANCIAL_EXPOSURE.md","FINANCIAL_EXPOSURE.md",".md","34948","03/07/2026 20:51:11"
"kimi_openclaw_workspace_research","C:\Users\user\.kimi_openclaw\workspace\aureon-trading\docs\research\hardware\aureon_power_controller.ino.txt","C:\Users\user\Aureon_Work_Hub_20260705\06_LOCAL_DELTA_IMPORTS_20260705\.kimi_openclaw\workspace\aureon-trading\docs\research\hardware\aureon_power_controller.ino.txt","aureon_power_controller.ino.txt",".txt","22397","03/07/2026 20:51:10"
"kimi_openclaw_workspace_research","C:\Users\user\.kimi_openclaw\workspace\aureon-trading\docs\research\hardware\aureon_watch_cad.jsx.pdf","C:\Users\user\Aureon_Work_Hub_20260705\06_LOCAL_DELTA_IMPORTS_20260705\.kimi_openclaw\workspace\aureon-trading\docs\research\hardware\aureon_watch_cad.jsx.pdf","aureon_watch_cad.jsx.pdf",".pdf","174493","03/07/2026 20:51:10"
"kimi_openclaw_workspace_research","C:\Users\user\.kimi_openclaw\workspace\aureon-trading\docs\research\hardware\flower_of_life_cad.jsx.pdf","C:\Users\user\Aureon_Work_Hub_20260705\06_LOCAL_DELTA_IMPORTS_20260705\.kimi_openclaw\workspace\aureon-trading\docs\research\hardware\flower_of_life_cad.jsx.pdf","flower_of_life_cad.jsx.pdf",".pdf","169718","03/07/2026 20:51:10"
"kimi_openclaw_workspace_research","C:\Users\user\.kimi_openclaw\workspace\aureon-trading\docs\research\hardware\flower_of_life_cad.jsx.txt","C:\Users\user\Aureon_Work_Hub_20260705\06_LOCAL_DELTA_IMPORTS_20260705\.kimi_openclaw\workspace\aureon-trading\docs\research\hardware\flower_of_life_cad.jsx.txt","flower_of_life_cad.jsx.txt",".txt","26245","03/07/2026 20:51:10"
"kimi_openclaw_workspace_research","C:\Users\user\.kimi_openclaw\workspace\aureon-trading\docs\research\hardware\formula_tree.jsx.txt","C:\Users\user\Aureon_Work_Hub_20260705\06_LOCAL_DELTA_IMPORTS_20260705\.kimi_openclaw\workspace\aureon-trading\docs\research\hardware\formula_tree.jsx.txt","formula_tree.jsx.txt",".txt","18234","03/07/2026 20:51:10"
"kimi_openclaw_workspace_research","C:\Users\user\.kimi_openclaw\workspace\aureon-trading\docs\research\hardware\unity\Nexus\LatticeIDSeal.cs","C:\Users\user\Aureon_Work_Hub_20260705\06_LOCAL_DELTA_IMPORTS_20260705\.kimi_openclaw\workspace\aureon-trading\docs\research\hardware\unity\Nexus\LatticeIDSeal.cs","LatticeIDSeal.cs",".cs","840","03/07/2026 20:51:10"
"kimi_openclaw_workspace_research","C:\Users\user\.kimi_openclaw\workspace\aureon-trading\docs\research\hardware\unity\Nexus\Models.cs","C:\Users\user\Aureon_Work_Hub_20260705\06_LOCAL_DELTA_IMPORTS_20260705\.kimi_openclaw\workspace\aureon-trading\docs\research\hardware\unity\Nexus\Models.cs","Models.cs",".cs","1306","03/07/2026 20:51:10"
"kimi_openclaw_workspace_research","C:\Users\user\.kimi_openclaw\workspace\aureon-trading\docs\research\hardware\unity\Nexus\NanoPrecisionTimer.cs","C:\Users\user\Aureon_Work_Hub_20260705\06_LOCAL_DELTA_IMPORTS_20260705\.kimi_openclaw\workspace\aureon-trading\docs\research\hardware\unity\Nexus\NanoPrecisionTimer.cs","NanoPrecisionTimer.cs",".cs","1805","03/07/2026 20:51:10"
"kimi_openclaw_workspace_research","C:\Users\user\.kimi_openclaw\workspace\aureon-trading\docs\research\hardware\unity\Nexus\SchumannFrameBehaviour.cs","C:\Users\user\Aureon_Work_Hub_20260705\06_LOCAL_DELTA_IMPORTS_20260705\.kimi_openclaw\workspace\aureon-trading\docs\research\hardware\unity\Nexus\SchumannFrameBehaviour.cs","SchumannFrameBehaviour.cs",".cs","4887","03/07/2026 20:51:10"
"kimi_openclaw_workspace_research","C:\Users\user\.kimi_openclaw\workspace\aureon-trading\docs\research\hardware\unity\Nexus\SchumannFrameClip.cs","C:\Users\user\Aureon_Work_Hub_20260705\06_LOCAL_DELTA_IMPORTS_20260705\.kimi_openclaw\workspace\aureon-trading\docs\research\hardware\unity\Nexus\SchumannFrameClip.cs","SchumannFrameClip.cs",".cs","1202","03/07/2026 20:51:10"
"kimi_openclaw_workspace_research","C:\Users\user\.kimi_openclaw\workspace\aureon-trading\docs\research\hardware\unity\Nexus\SchumannFrameMixer.cs","C:\Users\user\Aureon_Work_Hub_20260705\06_LOCAL_DELTA_IMPORTS_20260705\.kimi_openclaw\workspace\aureon-trading\docs\research\hardware\unity\Nexus\SchumannFrameMixer.cs","SchumannFrameMixer.cs",".cs","755","03/07/2026 20:51:10"
"kimi_openclaw_workspace_research","C:\Users\user\.kimi_openclaw\workspace\aureon-trading\docs\research\hardware\unity\Nexus\SchumannFrameTrack.cs","C:\Users\user\Aureon_Work_Hub_20260705\06_LOCAL_DELTA_IMPORTS_20260705\.kimi_openclaw\workspace\aureon-trading\docs\research\hardware\unity\Nexus\SchumannFrameTrack.cs","SchumannFrameTrack.cs",".cs","943","03/07/2026 20:51:10"
"kimi_openclaw_workspace_research","C:\Users\user\.kimi_openclaw\workspace\aureon-trading\docs\research\hardware\unity\Nexus\TriTimelineBlender.cs","C:\Users\user\Aureon_Work_Hub_20260705\06_LOCAL_DELTA_IMPORTS_20260705\.kimi_openclaw\workspace\aureon-trading\docs\research\hardware\unity\Nexus\TriTimelineBlender.cs","TriTimelineBlender.cs",".cs","3179","03/07/2026 20:51:10"
"kimi_openclaw_workspace_research","C:\Users\user\.kimi_openclaw\workspace\aureon-trading\docs\research\harmonic-nexus-score_coding_handoff.md","C:\Users\user\Aureon_Work_Hub_20260705\06_LOCAL_DELTA_IMPORTS_20260705\.kimi_openclaw\workspace\aureon-trading\docs\research\harmonic-nexus-score_coding_handoff.md","harmonic-nexus-score_coding_handoff.md",".md","799","03/07/2026 20:51:11"
"kimi_openclaw_workspace_research","C:\Users\user\.kimi_openclaw\workspace\aureon-trading\docs\research\harmonic-nexus-score_online_research_packet.md","C:\Users\user\Aureon_Work_Hub_20260705\06_LOCAL_DELTA_IMPORTS_20260705\.kimi_openclaw\workspace\aureon-trading\docs\research\harmonic-nexus-score_online_research_packet.md","harmonic-nexus-score_online_research_packet.md",".md","5115","03/07/2026 20:51:10"
"kimi_openclaw_workspace_research","C:\Users\user\.kimi_openclaw\workspace\aureon-trading\docs\research\hnc_1000_word_autonomous_essay.md","C:\Users\user\Aureon_Work_Hub_20260705\06_LOCAL_DELTA_IMPORTS_20260705\.kimi_openclaw\workspace\aureon-trading\docs\research\hnc_1000_word_autonomous_essay.md","hnc_1000_word_autonomous_essay.md",".md","7693","03/07/2026 20:51:11"
"kimi_openclaw_workspace_research","C:\Users\user\.kimi_openclaw\workspace\aureon-trading\docs\research\HNC_WHITEPAPER_VERIFIED.md","C:\Users\user\Aureon_Work_Hub_20260705\06_LOCAL_DELTA_IMPORTS_20260705\.kimi_openclaw\workspace\aureon-trading\docs\research\HNC_WHITEPAPER_VERIFIED.md","HNC_WHITEPAPER_VERIFIED.md",".md","18587","03/07/2026 20:51:10"
"kimi_openclaw_workspace_research","C:\Users\user\.kimi_openclaw\workspace\aureon-trading\docs\research\images\IMG-20260404-WA0001.jpg","C:\Users\user\Aureon_Work_Hub_20260705\06_LOCAL_DELTA_IMPORTS_20260705\.kimi_openclaw\workspace\aureon-trading\docs\research\images\IMG-20260404-WA0001.jpg","IMG-20260404-WA0001.jpg",".jpg","125183","03/07/2026 20:51:11"
"kimi_openclaw_workspace_research","C:\Users\user\.kimi_openclaw\workspace\aureon-trading\docs\research\images\kimi-1775255109358.jpg","C:\Users\user\Aureon_Work_Hub_20260705\06_LOCAL_DELTA_IMPORTS_20260705\.kimi_openclaw\workspace\aureon-trading\docs\research\images\kimi-1775255109358.jpg","kimi-1775255109358.jpg",".jpg","545707","03/07/2026 20:51:10"
"kimi_openclaw_workspace_research","C:\Users\user\.kimi_openclaw\workspace\aureon-trading\docs\research\images\kimi-1775255126327.jpg","C:\Users\user\Aureon_Work_Hub_20260705\06_LOCAL_DELTA_IMPORTS_20260705\.kimi_openclaw\workspace\aureon-trading\docs\research\images\kimi-1775255126327.jpg","kimi-1775255126327.jpg",".jpg","673449","03/07/2026 20:51:10"
"kimi_openclaw_workspace_research","C:\Users\user\.kimi_openclaw\workspace\aureon-trading\docs\research\images\kimi-1775255310090.jpg","C:\Users\user\Aureon_Work_Hub_20260705\06_LOCAL_DELTA_IMPORTS_20260705\.kimi_openclaw\workspace\aureon-trading\docs\research\images\kimi-1775255310090.jpg","kimi-1775255310090.jpg",".jpg","1992056","03/07/2026 20:51:10"
"kimi_openclaw_workspace_research","C:\Users\user\.kimi_openclaw\workspace\aureon-trading\docs\research\images\kimi-1775255314147.jpg","C:\Users\user\Aureon_Work_Hub_20260705\06_LOCAL_DELTA_IMPORTS_20260705\.kimi_openclaw\workspace\aureon-trading\docs\research\images\kimi-1775255314147.jpg","kimi-1775255314147.jpg",".jpg","783802","03/07/2026 20:51:10"
"kimi_openclaw_workspace_research","C:\Users\user\.kimi_openclaw\workspace\aureon-trading\docs\research\images\kimi-1775255317285.jpg","C:\Users\user\Aureon_Work_Hub_20260705\06_LOCAL_DELTA_IMPORTS_20260705\.kimi_openclaw\workspace\aureon-trading\docs\research\images\kimi-1775255317285.jpg","kimi-1775255317285.jpg",".jpg","750879","03/07/2026 20:51:11"
"kimi_openclaw_workspace_research","C:\Users\user\.kimi_openclaw\workspace\aureon-trading\docs\research\images\kimi-1775255325126.jpg","C:\Users\user\Aureon_Work_Hub_20260705\06_LOCAL_DELTA_IMPORTS_20260705\.kimi_openclaw\workspace\aureon-trading\docs\research\images\kimi-1775255325126.jpg","kimi-1775255325126.jpg",".jpg","1187558","03/07/2026 20:51:10"
"kimi_openclaw_workspace_research","C:\Users\user\.kimi_openclaw\workspace\aureon-trading\docs\research\INDEX.md","C:\Users\user\Aureon_Work_Hub_20260705\06_LOCAL_DELTA_IMPORTS_20260705\.kimi_openclaw\workspace\aureon-trading\docs\research\INDEX.md","INDEX.md",".md","14155","03/07/2026 20:51:11"
"kimi_openclaw_workspace_research","C:\Users\user\.kimi_openclaw\workspace\aureon-trading\docs\research\misc\bhoys_eyes_part_1_v1.1.2.docx","C:\Users\user\Aureon_Work_Hub_20260705\06_LOCAL_DELTA_IMPORTS_20260705\.kimi_openclaw\workspace\aureon-trading\docs\research\misc\bhoys_eyes_part_1_v1.1.2.docx","bhoys_eyes_part_1_v1.1.2.docx",".docx","432193","03/07/2026 20:51:11"
"kimi_openclaw_workspace_research","C:\Users\user\.kimi_openclaw\workspace\aureon-trading\docs\research\notebooks\Untitled.ipynb","C:\Users\user\Aureon_Work_Hub_20260705\06_LOCAL_DELTA_IMPORTS_20260705\.kimi_openclaw\workspace\aureon-trading\docs\research\notebooks\Untitled.ipynb","Untitled.ipynb",".ipynb","1106","03/07/2026 20:51:11"
"kimi_openclaw_workspace_research","C:\Users\user\.kimi_openclaw\workspace\aureon-trading\docs\research\PLATYPUS.md","C:\Users\user\Aureon_Work_Hub_20260705\06_LOCAL_DELTA_IMPORTS_20260705\.kimi_openclaw\workspace\aureon-trading\docs\research\PLATYPUS.md","PLATYPUS.md",".md","7568","03/07/2026 20:51:10"
